"ZONA";"NOM_LOCALIDADE";"NOM_LOCAL";"ENDEREÄO_LOCAL";"BAIRRO_LOCAL";"CEP";"NñMERO DAS SEÄôES";"QTDE. DE SEÄôES";"APTOS"
172;"JUCURUÄU";"ESCOLA MUNICIPAL SOMBRA DA TARDE";"RUA PRINCIPAL, S/N - ZONA RURAL";"POVOADO SOMBRA DA TARDE";45834000;128;1;75
172;"JUCURUÄU";"ESCOLA MUNICIPAL MANOEL RODRIGUES";"RUA PRINCIPAL, S/N - ZONA RURAL";"POVOADO MANOEL RODRIGUES";45834000;151;1;98
172;"JUCURUÄU";"ESCOLA MUNICIPAL ROMILDO ROCHA";"RUA PRINCIPAL, S/N - ZONA RURAL";"POVOADO SAO JOSE DO MONTE NEGRO";45834000;155;1;123
172;"JUCURUÄU";"COLêGIO ESTADUAL ANT‚NIO CARLOS MAGALHéES";"RUA RAMIRO ROCHA, S/N - ZONA URBANA";"CENTRO";45834000;"70,71,72,73,74";5;1950
173;"IBOTIRAMA";"CENTRO TERRITORIAL DE EDUCAÄéO PROFISSIONAL VELHO CHICO - CETEP";"RUA EX-COMBATENTE, S/N - ZONA URBANA";"CENTRO";47520000;"7,8,9,10,11,65,75,80,87,96,179,181,183,186,188,190,192";17;3737
173;"IBOTIRAMA";"ESCOLA MUNICIPAL DR. JURACY MAGALHAES JUNIOR";"POVOADO SAO LOURENCO - ZONA RURAL";"POVOADO SAO LOURENCO";47520000;13;1;235
173;"IBOTIRAMA";"COLEGIO MUNICIPAL PROFESSORA ISAURA S. SOARES";"POVOADO CANABRAVA - ZONA RURAL";"POVOADO CANABRAVA";47520000;14;1;310
173;"IBOTIRAMA";"ESCOLA MUNICIPAL ZELIA COUTINHO";"POVOADO ITAPEBA DE BAIXO - ZONA RURAL";"POVOADO ITAPEBA DE BAIXO";47520000;15,33;2;483
173;"IBOTIRAMA";"ESCOLA MUNICIPAL GOVERNADOR LUIZ VIANA FILHO";"RUA PEDRO OLIMPIO DE SOUZA, S/N - ZONA URBANA";"CENTRO";47520000;5,17;2;650
173;"IBOTIRAMA";"ESCOLA MUNICIPAL PAULO VI";"ATUAL CENTRO DE REUNIOES COMUNITARIAS - ZONA RURAL";"POVOADO FAZENDA NOVA";47520000;21;1;149
173;"IBOTIRAMA";"COLêGIO MUNICIPALIZADO PRESIDENTE MêDICI";"RUA LOMANTO JUNIOR, SN - ZONA URBANA";"CENTRO";47520000;"12,22,23";3;726
173;"IBOTIRAMA";"ESCOLA MUNICIPAL PRESIDENTE MEDICI";"POVOADO DE JUA NOVO - ZONA RURAL";"POVOADO JUA NOVO";47520000;24,84;2;462
173;"IBOTIRAMA";"COLêGIO MUNICIPAL HENRIQUE TEIXEIRA SANTANA";"KM 18 - POVOADO DE LINHA - ZONA RURAL";"POVOADO LINHA";47520000;26,193;2;588
173;"IBOTIRAMA";"ESC. MUNICIPAL PROF. EDIVALDO BOA VENTURA";"RUA DR. JOAO BORGES DE FIGUEREDO, S/N - ZONA URBANA";"CENTRO";47520000;"27,28,175";3;671
173;"IBOTIRAMA";"ESCOLA MUNICIPAL PROFESSORA EDUARDA SOARES DE ANDRADE";"POVOADO LAGAMAR - ZONA RURAL";"POVOADO LAGAMAR";47520000;29;1;360
173;"IBOTIRAMA";"ESCOLA PROFESSORA MARIA JOAQUINA CASTELO BRANCO SIMOES";"RUA DO CUPERTINO, S/N - ZONA URBANA";"VEREDINHA";47520000;30,81;2;722
173;"IBOTIRAMA";"COLêGIO ESTADUAL PROFESSORA ODONTINA LARANJEIRA DE SOUZA";"RUA PEDRO OLIMPIO DE SOUZA, SN - ZONA URBANA";"CENTRO";47520000;"18,19,20,31,32,37,38,71,82,85";10;3043
173;"IBOTIRAMA";"ESCOLA MUNICIPAL ARLINDO ARAUJO DE SOUZA";"PRACA II - ZONA URBANA";"SAO FRANCISCO";47520000;"92,176,222,227";4;1432
173;"IBOTIRAMA";"ESCOLA REUNIDAS RUY BARBOSA";"RUA PEDRO OLIMPIO DE SOUZA, S/N - ZONA URBANA";"CENTRO";47520000;35;1;300
173;"IBOTIRAMA";"ESCOLA MUNICIPAL DE EDUCAÄéO INFANTIL MéE DJANIRA";"PRACA SAO FRANCISCO, S/N - ZONA URBANA";"SAO FRANCISCO";47520000;"39,40,41";3;1045
173;"IBOTIRAMA";"ESCOLA MUNICIPAL DEPUTADO JOSê ROCHA";"ILHA GRANDE - PREDIO DO MEIO - ZONA RURAL";"POVOADO ILHA GRANDE";47520000;89;1;368
173;"IBOTIRAMA";"ESCOLA MUNICIPAL SAO FRANCISCO";"POVOADO ILHA DO GADO BRAVO - ZONA RURAL";"POVOADO ILHA DO GADO BRAVO";47520000;79;1;89
173;"IBOTIRAMA";"COLêGIO ESTADUAL INDãGENA MARECHAL RONDON";"POVOADO MORRINHOS - ZONA RURAL";"POVOADO MORRINHOS";47520000;66,187;2;558
173;"IBOTIRAMA";"COLEGIO MUNICIPAL 2 DE JULHO";"DISTRITO BOA VISTA DO LAGAMAR - ZONA RURAL";"DISTRITO BOA VISTA DO LAGAMAR";47520000;"6,67,68";3;662
173;"IBOTIRAMA";"COLEGIO MUNICIPAL CENTRO DA ESPERANCA";"AV. J.K, S/N - ZONA URBANA";"CENTRO";47520000;"77,178,235";3;836
173;"IBOTIRAMA";"ESCOLA MUNICIPAL SAO JOSE";"POVOADO ILHA DO SACO - ZONA RURAL";"POVOADO ILHA DO SACO";47520000;78;1;106
173;"IBOTIRAMA";"ESCOLA MUNICIPAL PROFESSORA FRANCISCAROCHA NOVAES";"POVOADO CANTINHO - ZONA RURAL";"POVOADO CANTINHO";47520000;90,226;2;460
173;"IBOTIRAMA";"ESCOLA MUNICIPAL CASTRO ALVES";"RUA TEIXEIRA LOTT - ZONA URBANA";"ALTO DO FUNDAO";47520000;"94,182,231";3;993
173;"IBOTIRAMA";"ESCOLA MUNICIPAL PRESIDENTE COSTA E SILVA";"POVOADO SAPE - ZONA RURAL";"POVOADO SAPE";47520000;25;1;230
173;"IBOTIRAMA";"COLEGIO MUNICIPAL RODOLFO DE QUEIROZ";"POVOADO BOQUEIRAO - ZONA RURAL";"POVOADO BOQUEIRAO";47520000;34;1;384
173;"IBOTIRAMA";"UNIVERSIDADE ABERTA DO BRASIL - POLO REGIONAL DE IBOTIRAMA";"RUA BOQUIRA, S/N - ZONA URBANA";"IBOTIRAMINHA";47520000;"1,2,3,83,228";5;1132
173;"IBOTIRAMA";"ESCOLA MUNICIPAL ANãSIO TEIXEIRA";"LOTEAMENTO JONAS ROMEIRO, S/N - ZONA URBANA";"SéO JOéO";47520000;229;1;183
173;"IBOTIRAMA";"ESCOLA MUNICIPAL ALTO DO CRUZEIRO";"RUA R, S/N - ZONA URBANA";"ALTO DO CRUZEIRO";47520000;230;1;327
173;"MORPARÜ";"ESCOLA ESTADUAL AGENOR LEITE";"AV. RUY BARBOSA, S/N - ZONA URBANA";"CENTRO";47580000;"43,44,86,95";4;1354
173;"MORPARÜ";"ESCOLA MUNICIPAL NEMIZIA";"AV. RUY BARBOSA, S/N - ZONA URBANA";"CENTRO";47580000;"45,46,47,52,233";5;1521
173;"MORPARÜ";"ESCOLA MUNICIPAL HORACIO DE MATOS";"RUA MARECHAL CASTELO BRANCO, S/N - ZONA URBANA";"TAMBORILZINHO";47580000;48,49;2;597
173;"MORPARÜ";"ESCOLA MUNICIPAL LUIZA PEREIRA DA CRUZ";"POVOADO CANABRAVA DO GOMES -ZONA RURAL";"POVOADO CANABRAVA DO GOMES";47580000;76;1;264
173;"MORPARÜ";"ESCOLA MUNICIPAL EDSON ARANTES DO NASCIMENTO";"POVOADO DE SANTA ROSA - ZONA RURAL";"POVOADO SANTA ROSA";47580000;55;1;205
173;"MORPARÜ";"ESCOLA MUNICIPAL DOM EUGENIO SALES";"POVOADO RIO DO PEIXE - ZONA RURAL";"POVOADO RIO DO PEIXE";47580000;56;1;147
173;"MORPARÜ";"ESCOLA MUNICIPAL FRANCISCA NOVAES";"POVOADO MUCAMBO DO BRANCO - ZONA RURAL";"POVOADO MUCAMBO DO BRANCO";47580000;57;1;243
173;"MORPARÜ";"ESCOLA MUNICIPAL DOIS DE JULHO";"POVOADO MOCAMBO DO ALTO - ZONA RURAL";"POVOADO MOCAMBO DO ALTO";47580000;58;1;194
173;"MORPARÜ";"ESCOLA MUNICIPAL CLEMENTI MARIANI";"CARNAUBA GRANDE - ZONA RURAL";"POVOADO CARNAUBA GRANDE";47580000;62;1;319
173;"MORPARÜ";"ESCOLA MUNICIPAL APRIGIO DE QUEIROZ";"POVOADO QUIXABA - ZONA RURAL";"POVOADO QUIXABA";47580000;60,61;2;409
173;"MORPARÜ";"ESCOLA MUNICIPAL ANTONIO CARDOSO DE ALMEIDA";"POVOADO CAPIM DE RAIZ - ZONA RURAL";"POVOADO CAPIM DE RAIZ";47580000;63;1;389
173;"MORPARÜ";"ESCOLA MUNICIPAL JORGE AMADO";"GILO - ZONA RURAL";"POVOADO GILO";47580000;64;1;116
173;"MORPARÜ";"ESCOLA MUNICIPAL HERMINIO MOREIRA";"POVOADO CAPAO - ZONA RURAL";"POVOADO CAPAO";47580000;72;1;166
173;"MORPARÜ";"ESCOLA MUNICIPAL VEREADOR JOAQUIM BARBOSA";"AV. ITOROR‡, S/N - ZONA URBANA";"CENTRO";47580000;"50,51,69,91,93";5;1457
173;"MORPARÜ";"ESCOLA MUNICIPAL ULISSES GUIMARAES";"PE DE SERRA - ZONA RURAL";"POVOADO PE DE SERRA";47580000;172;1;310
173;"MORPARÜ";"ESCOLA  MUNICIPAL TOME DE SOUZA";"POVOADO TAMBORIL - ZONA RURAL";"POVOADO TAMBORIL";47580000;74;1;157
173;"PARATINGA";"ESCOLA BORGES DOS REIS";"PRACA 2 DE JULHO - ZONA URBANA";"CENTRO";47500000;"98,99,100,191,234";5;1664
173;"PARATINGA";"COLEGIO CINECISTA ALCIDES DE O. DOURADO";"RUA DR. MANOEL NOVAIS S/N - ZONA URBANA";"CENTRO";47500000;"103,104,105";3;1037
173;"PARATINGA";"POLO EDUCACIONAL NOSSA SENHORA APARECIDA";"CANABRAVA - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO CANABRAVA";47500000;106,108;2;606
173;"PARATINGA";"POLO EDUCACIONAL FERNAO DIAS";"PAULISTA - REGIAO DO PAULISTA - ZONA RURAL";"POVOADO PAULISTA";47500000;"109,110,111";3;728
173;"PARATINGA";"POLO EDUCACIONAL ROSA VAZ";"BARREIRO - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO BARREIRO";47500000;112;1;184
173;"PARATINGA";"ESCOLA MUNICIPAL SATURNINO R. DE ALMEIDA";"MUQUEM - REGIAO DAS CAATINGAS - ZONA RURAL";"POVOADO MUQUEM";47500000;114;1;303
173;"PARATINGA";"ESCOLA MUNICIPAL SAO JOSE";"COVAO DE AREIA - REGIAO DO SANTO ONOFRE -ZONA RURAL";"POVOADO COVAO DE AREIA";47500000;116;1;333
173;"PARATINGA";"POLO EDUCACIONAL JOSE PEDRO DE MACEDO";"BONSUCESSO - REGIAO DAS CAATINGAS - ZONA RURAL";"POVOADO BONSUCESSO";47500000;117;1;260
173;"PARATINGA";"ESCOLA MUNICIPAL SANTO ANTONIO";"RUA SAO JOAO S/N  - ZONA URBANA";"CENTRO";47500000;"118,119,189";3;1094
173;"PARATINGA";"ESCOLA MUNICIPAL MARECHAL DEODORO";"POVOADO PEDRA COMPRIDA - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO PEDRA COMPRIDA";47500000;120,121;2;619
173;"PARATINGA";"ESCOLA MUNICIPAL REINALDO RODRIGUES DA ROCHA";"POCAO SANTO ONOFRE - ZONA RURAL";"POVOADO POCAO DO SANTO ONOFRE";47500000;122;1;198
173;"PARATINGA";"POLO EDUCACIONAL PROFESSORA BOPINHA";"POCAO SANTO ANTONIO - REGIAO BEIRA RIO - ZONA RURAL";"POVOADO SANTO ANTONIO";47500000;124,125;2;570
173;"PARATINGA";"ESCOLA MUNICIPAL DO POVOADO PENHA";"PENHA - REGIAO DO PAULISTA - ZONA RURAL";"POVOADO PENHA";47500000;126;1;65
173;"PARATINGA";"ESCOLA MUNICIPAL CASTELO BRANCO";"PRACA XV DE NOVEMBRO S/N - ZONA URBANA";"CENTRO";47500000;"127,128,129";3;1242
173;"PARATINGA";"ESCOLA MUNICIPAL MANOEL FAUSTINO";"PRACA DA BANDEIRA, S/N - ZONA URBANA";"CENTRO";47500000;"130,131,132";3;1173
173;"PARATINGA";"ESCOLA MUNICIPAL ROMULO GALVAO";"TEIU - REGIAO BEIRA RIO - ZONA RURAL";"POVOADO TEIU";47500000;133,134;2;625
173;"PARATINGA";"ESCOLA MUNICIPAL SAO JOSE";"EXTREMA - REGIAO BEIRA RIO - ZONA RURAL";"POVOADO EXTREMA";47500000;135;1;334
173;"PARATINGA";"POLO EDUCACIONAL NOVO HORIZONTE";"MANGABEIRA - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO BARRA DO PRETO";47500000;137,138;2;724
173;"PARATINGA";"ESCOLA MUNICIPAL AMOR PERFEITO";"MACEDO - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO MACEDO";47500000;139;1;321
173;"PARATINGA";"POLO EDUCACIONAL ANTONIO RAMOS";"AGRESTE - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO AGRESTE";47500000;140,141;2;548
173;"PARATINGA";"POLO EDUCACIONALZENON LEAL PORTO";"ALAGOAS - REGIAO DAS CAATINGAS - ZONA RURAL";"POVOADO ALAGOAS";47500000;142,143;2;618
173;"PARATINGA";"POLO EDUCACIONAL SANTA LUZIA";"BOA VISTA - REGIAO DAS CAATINGAS - ZONA RURAL";"POVOADO BOA VISTA";47500000;144;1;208
173;"PARATINGA";"ESCOLA MUNICIPAL MARCOS SODRE DE VASCONCELOS";"POVOADO BREJO DAS MOCAS - ZONA RURAL";"POVOADO BREJO DAS MOCAS";47500000;146;1;284
173;"PARATINGA";"ESCOLA MUNICIPAL FELIPE GOMES DA SILVA";"MOCAMBO - REGIAO BERIA RIO - ZONA RURAL";"POVOADO MOCAMBO";47500000;147;1;330
173;"PARATINGA";"ESCOLA MUNICIPAL MANOEL BARBOSA";"POVOADO LAGOA DANTA - REGIAO DO ASFALTO - ZONA RURAL";"POVOADO LAGOA DANTA";47500000;148;1;313
173;"PARATINGA";"ESCOLA MUNICIPAL SAO GERALDO";"BARRO - REGIAO BEIRA RIO -ZONA RURAL";"POVOADO BARRO";47500000;150;1;386
173;"PARATINGA";"ESCOLA MUNICIPAL OTAVIO MANGABEIRA";"BARREIRO GRANDE  - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO BARREIRO GRANDE";47500000;151;1;378
173;"PARATINGA";"ESCOLA ESTADUAL PRESIDENTE MEDICI";"RUA DR. MANOEL NOVAIS S/N - ZONA URBANA";"CENTRO";47500000;"152,154,155,236";4;1332
173;"PARATINGA";"POLO EDUCACIONAL PROF. HONORINA";"PATOS - REGIAO CAATINGAS - ZONA RURAL";"POVOADO PATOS";47500000;156;1;323
173;"PARATINGA";"ESCOLA MUNICIPAL EDUARDO ROSENDO DE MELO";"POVOADO VOLTA DAS PEDRAS - DIVISA COM IBOTIRAMA - ZONA RURAL";"POVOADO VOLTA DAS PEDRAS";47500000;157;1;337
173;"PARATINGA";"ESCOLA MUNICIPAL JOéO NOGUEIRA";"POVOADO GARAPA - ZONA RURAL";"POVOADO GARAPA";47500000;159;1;311
173;"PARATINGA";"ESCOLA MUNICIPAL MANOEL RIBEIRO VIANA";"VARZEA - REGIAO DAS CAATINGAS - ZONA RURAL";"POVOADO VARZEA";47500000;160,161;2;652
173;"PARATINGA";"POLO EDUCACIONAL PROFESSOR QUINTINO";"CAIBROS - REGIAO DAS CAATINGAS - ZONA RURAL";"POVOADO CAIBROS";47500000;162;1;417
173;"PARATINGA";"POLO EDUCACIONAL ADCP";"VOLTA DA SERRA - ZONA RURAL";"POVOADO VOLTA DA SERRA";47500000;163,173;2;817
173;"PARATINGA";"ESCOLA MUNICIPAL MARECHAL DEODORO";"CONCEICAO - REGIAO DO SANTO ONOFRE - ZONA RURAL";"POVOADO CONCEICAO";47500000;164;1;314
173;"PARATINGA";"ESCOLA MUNICIPAL SANTA RITA";"MACAMBIRA DO SANTO ONOFRE - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO MACAMBIRA DO AGRESTE";47500000;165;1;284
173;"PARATINGA";"IGREJA DA BARAUNAS";"BARAUNAS - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO BARAUNAS";47500000;166;1;167
173;"PARATINGA";"ESCOLA MUNICIPAL TIRADENTES";"BARRA DO ROSARIO - BARRO DURO -  ZONA RURAL";"POVOADO BARRA DO ROSARIO";47500000;167;1;80
173;"PARATINGA";"ESCOLA MUNICIPAL SAO FRANCISCO";"SAO FRANCISCO - REGIAO SANTO ONOFRE - ZONA RURAL";"POVOADO SAO FRANCISCO";47500000;168;1;300
173;"PARATINGA";"ESCOLA MUNICIPAL JARDIM FLORIDO";"CHICHA - REGIAO DO SANTO ONOFRE - ZONA RURAL";"POVOADO CHICHA";47500000;169;1;334
173;"PARATINGA";"ESCOLA MUNICIPAL SANTA MADALENA";"POVOADO PAULISTA DE BAIXO - ZONA RURAL";"POVOADO PAULISTA DE BAIXO";47500000;170;1;310
173;"PARATINGA";"ESCOLA MUNICIPAL SAO JOAO";"CALUMBI - REGIAO CAATINGAS -  ZONA RURAL";"POVOADO CALUMBI";47500000;171;1;226
173;"PARATINGA";"COLêGIO ESTADUAL JOSê EVANDRO DE OLIVEIRA BRANDéO";"AVENIDA RIO BRANCO, S/N - ZONA URBANA";"ALCIDES DE OLIVEIRA DOURADO";47500000;"101,102,177,185,232";5;2053
173;"PARATINGA";"ESCOLA MUNICIPAL DE CROATA";"CROATA - REGIAO ASFALTO - ZONA RURAL";"POVOADO CROATA";47500000;184;1;303
173;"PARATINGA";"POSTO DE SAñDE DE LAGOA DANTA";"POVOADO LAGOA DANTA - ZONA RURAL";"POVOADO LAGOA DANTA";47500000;149;1;408
173;"PARATINGA";"P‡LO EDUCACIONAL JOéO AGUIAR";"POVOADO NOVA UNIéO - ZONA RURAL";"POVOADO NOVA UNIéO";47500000;158;1;362
174;"BARRO ALTO";"ESCOLA MUNICIPAL TANCREDO LIMA";"DISTRITO GAMELEIRA - ZONA RURAL";"DISTRITO GAMELEIRA";44895000;"36,37,55,119";4;829
174;"BARRO ALTO";"ESCOLA MUNICIPAL JOANA ANGELICA";"DISTRITO GAMELEIRA - ZONA RURAL";"DISTRITO GAMELEIRA";44895000;"38,53,54";3;1114
174;"BARRO ALTO";"CENTRO DE ESTUDOS HOZANA BATISTA DE OLIVEIRA";"POVOADO LAGOA FUNDA - ZONA RURAL";"POVOADO LAGOA FUNDA";44895000;"45,46,47,125";4;1574
174;"BARRO ALTO";"ESCOLA MUNICIPAL TIRADENTES";"POVOADO BARREIRO - ZONA RURAL";"POVOADO BARREIRO";44895000;48,109;2;478
174;"BARRO ALTO";"ESCOLA MUNICIPAL COSTA E SILVA";"POVOADO LAGEDINHO - ZONA RURAL";"POVOADO LAGEDINHO";44890000;49;1;261
174;"BARRO ALTO";"ESCOLA MUNICIPAL SAO CRISTOVAO";"POVOADO CAFELANDIA - ZONA RURAL";"POVOADO CAFELANDIA";44895000;50;1;85
174;"BARRO ALTO";"ESCOLA MUNICIPAL JULIAO RODRIGUES";"POVOADO FORMOSA - ZONA RURAL";"POVOADO FORMOSA";44895000;"51,52,152";3;841
174;"BARRO ALTO";"ESCOLA MUNICIPAL DUQUE DE CAXIAS";"POVOADO HONORATOS - ZONA RURAL";"POVOADO HONORATOS";44895000;56,154;2;406
174;"BARRO ALTO";"ESCOLA  MUNICIPAL RUY BARBOSA";"POVOADO PE DE LIMAO - ZONA RURAL";"POVOADO PE DE LIMAO";44895000;57,124;2;459
174;"BARRO ALTO";"ESCOLA SANTA TEREZINHA";"POVOADO QUEIMADA DO RUFINO - ZONA RURAL";"POVOADO QUEIMADA DO RUFINO";44895000;58;1;294
174;"BARRO ALTO";"ESCOLA MUNICIPAL JOSE TEIXEIRA";"POVOADO QUEIMADA DO CLARO - ZONA RURAL";"POVOADO QUEIMADA DO CLARO";44895000;107;1;344
174;"BARRO ALTO";"ESCOLA MUNICIPAL PROFESSORA NATALICE GUNES BARRETO";"PRACA DOS ESTUDANTES, S/N - ZONA URBANA";"CENTRO";44895000;"39,40,41,42,43,108,110,139,143,149";10;3474
174;"BARRO ALTO";"ESCOLA MUNICIPAL DE LAGOA DO BOI";"DISTRITO LAGOA DO BOI - ZONA RURAL";"DISTRITO LAGOA DO BOI";44895000;123;1;409
174;"BARRO ALTO";"PREDIO MUNICIPAL DE BAIXA FUNDA DO IZIDIO";"POVOADO BAIXA FUNDA DO IZIDIO - ZONA RURAL";"POVOADO BAIXA FUNDA DO IZIDIO";44895000;126;1;242
174;"BARRO ALTO";"ESCOLA MUNICIPAL CASTRO ALVES";"POVOADO DE MORRINHOS - ZONA RURAL";"POVOADO DE MORRINHOS";44895000;136;1;136
174;"CANARANA";"ESCOLA MUNICIPAL CATAO DOURADO";"DISTRITO SALOBRO - ZONA RURAL";"DISTRITO SALOBRO";44890000;"63,64,65,66,89,130,151";7;2412
174;"CANARANA";"PREDIO ESCOLAR OTAVIO MANGABEIRA";"POVOADO LAGOA VELHA - ZONA RURAL";"POVOADO LAGOA VELHA";44890000;"67,68,69";3;977
174;"CANARANA";"ESCOLA DE 1 E 2 GRAUS MIGUEL JOSE ALVES";"POVOADO UMBURANA DO QUERE - ZONA RURAL";"POVOADO UMBURANA DO QUERE";44890000;"70,71,72,73,74";5;1132
174;"CANARANA";"GRUPO ESCOLAR FAUSTINIANO LOPES RIBEIRO";"RUA 16 DE JULHO, S/N - ZONA URBANA";"CENTRO";44890000;"75,76,77,78,121,132,144,148";8;3049
174;"CANARANA";"GRUPO ESCOLAR MAXIMINO MARTINS";"DISTRITO SALOBRO - ZONA RURAL";"DISTRITO SALOBRO";44890000;"79,80,81,90,96,147";6;2276
174;"CANARANA";"PREDIO ESCOLAR ISAIAS LEMOS";"POVOADO MATO VERDE - ZONA RURAL";"POVOADO MATO VERDE";44890000;82,83;2;762
174;"CANARANA";"ESCOLA DE 1ß GRAU JOSE FRANCISCO NUNES";"POVOADO BAIXA DO VIGARIO - ZONA RURAL";"POVOADO BAIXA DO VIGARIO";44890000;84,85;2;406
174;"CANARANA";"COLêGIO ESTADUAL JOSE RIBEIRO DE ARAñJO";"RUA 16 DE JULHO, S/N - ZONA URBANA";"CENTRO";44890000;"59,60,61,62,86,87,88,129,150";9;3370
174;"CANARANA";"PREDIO ESCOLAR JOSE BRITO DOS ANJOS";"POVOADO LAGOA DO ZECA - ZONA RURAL";"POVOADO LAGOA DO ZECA";44890000;92,93;2;707
174;"CANARANA";"ESCOLA VALNEI JOSE PEREIRA";"POVOADO CAPIVARA - ZONA RURAL";"POVOADO CAPIVARA";44890000;94,95;2;780
174;"CANARANA";"GRUPO ESCOLAR MUNICIPAL JOSE MARTINS FILHO";"RUA 16 DE JULHO, S/N - ZONA URBANA";"CENTRO";44890000;"98,99,141";3;1180
174;"CANARANA";"ESCOLA PEDRO ANDRADE";"POVOADO LAGOA DE FELIX - ZONA RURAL";"POVOADO LAGOA DE FELIX";44890000;100;1;170
174;"CANARANA";"ESCOLA CASTRO ALVES";"POVOADO MEDRADO - ZONA RURAL";"POVOADO MEDRADO";44890000;101;1;136
174;"CANARANA";"ESCOLA BOA VENTURA TELES DE SOUZA";"POVOADO DESCOBERTO I - ZONA RURAL";"POVOADO DESCOBERTO I";44890000;102;1;272
174;"CANARANA";"ESCOLA HONORIO ALVES DE SOUZA";"POVOADO BARAUNA - ZONA RURAL";"POVOADO BARAUNA";44890000;103;1;325
174;"CANARANA";"ESCOLA ROGERIO CATAO DOURADO";"POVOADO PLANALTO - ZONA RURAL";"POVOADO PLANALTO";44890000;104;1;316
174;"CANARANA";"ESCOLA LAUDELINO ALVES GASPAR";"POVOADO RECIFE - ZONA RURAL";"POVOADO RECIFE";44890000;105;1;139
174;"CANARANA";"PREDIO ESCOLAR NELCINA MARTINS PEREIRA";"POVOADO LAGOA CLARA - ZONA RURAL";"POVOADO LAGOA CLARA";44890000;106;1;284
174;"CANARANA";"PREDIO ESCOLAR MUNICIPAL";"POVOADO BREJINHO - ZONA RURAL";"POVOADO BREJINHO";44890000;111;1;182
174;"CANARANA";"PREDIO MUNICIPAL DE GEMINIANO";"POVOADO GEMINIANO - ZONA RURAL";"POVOADO GEMINIANO";44890000;115;1;216
174;"CANARANA";"ESCOLA JOSê DOURADO";"POVOADO LARGO DO MIRANDA - ZONA RURAL";"POVOADO LARGO DO MIRANDA";44890000;114;1;196
174;"CANARANA";"ESCOLA OLIMPIO JOSE PEREIRA";"POVOADO QUEIMADA DE JOAO MARTINS - ZONA RURAL";"POVOADO QUEIMADA DE JOAO MARTINS";44890000;127;1;237
174;"CANARANA";"ESCOLA MUNICIPAL JOAO SIMIAO";"POVOADO LICURI DE SIMIAO - ZONA RURAL";"POVOADO LICURI DE SIMIAO";44890000;128;1;166
174;"CANARANA";"ESCOLA MUNICIPAL VIDEVAL SEIXAS DOURADO";"POVOADO DE CRUZEIRO - ZONA RURAL";"POVOADO DE CRUZEIRO";44890000;135;1;165
174;"CANARANA";"ESCOLA MUNICIPAL LORMINO JOSê DE ARAñJO";"POVOADO DE VILA NOVA - ZONA RURAL";"POVOADO DE VILA NOVA";44890000;134;1;308
174;"SOUTO SOARES";"ESCOLAS REUNIDAS DE SOUTO SOARES";"RUA EUTACIO VIEIRA VIANA, S/N - ZONA URBANA";"CENTRO";46990000;"1,2,3,153";4;992
174;"SOUTO SOARES";"ESCOLA MUNICIPAL PROFESSORA MARLENE ARAUJO DOS SANTOS OLIVEIRA";"PRACA ISABEL SAMPAIO, S/N - ZONA URBANA";"CENTRO";46990000;"4,5,6,7,118";5;1138
174;"SOUTO SOARES";"COLEGIO ESTADUAL DE SOUTO SOARES";"PRAÄA MANOEL OLIVEIRA BASTOS, S/N- ZONA URBANA";"CENTRO";46990000;"8,9,117,142,146";5;1931
174;"SOUTO SOARES";"ESCOLA MUNICIPAL RUY BARBOSA";"DISTRITO SEGREDO - ZONA RURAL";"DISTRITO SEGREDO";46990000;"10,11,12,13,14,120";6;1854
174;"SOUTO SOARES";"ESCOLA FLORENTINO GASPAR DOURADO";"POVOADO CAMPO ALEGRE - ZONA RURAL";"POVOADO CAMPO ALEGRE";46990000;"15,16,17,18,19,122";6;2070
174;"SOUTO SOARES";"ESCOLA ALBERTINO BISPO DOS ANJOS (NOVO)";"POVOADO SéO DOMINGOS - ZONA RURAL";"POVOADO SAO DOMINGOS";46990000;"20,21,22";3;1164
174;"SOUTO SOARES";"ESCOLA MUNICIPAL SANTO ANTONIO";"POVOADO CISTERNA - ZONA RURAL";"POVOADO CISTERNA";46990000;"23,24,25,26,137";5;1531
174;"SOUTO SOARES";"ESCOLA MUNICIPAL PRUDENTE DE MORAIS";"POVOADO POCINHO - ZONA RURAL";"POVOADO POCINHO";46990000;27,28;2;734
174;"SOUTO SOARES";"ESCOLA MUNICIPAL SAO VICENTE";"POVOADO CAMPO FORMOSO - ZONA RURAL";"POVOADO CAMPO FORMOSO";46990000;29;1;251
174;"SOUTO SOARES";"ESCOLA MUNICIPAL CASTRO ALVES";"POVOADO PAU-FERRO - ZONA RURAL";"POVOADO PAU-FERRO";46990000;30,31;2;651
174;"SOUTO SOARES";"ESCOLA MUNICIPAL SAO JOSE";"POVOADO CAMPO DE FORA - ZONA RURAL";"POVOADO CAMPO DE FORA";46990000;32;1;245
